pdbid,binding_affinity
1122,6bm6,4.68
1123,6ift,4.68
1124,2rio,4.69
1125,3ujd,4.69
1126,4agp,4.69
1127,4mgd,4.69
1128,4tpw,4.69
1129,6mg5,4.69
1130,1c5n,4.7
1131,1c86,4.7
1132,2cex,4.7
1133,2dw7,4.7
1134,2fu8,4.7
1135,2i2c,4.7
1136,3kiv,4.7
1137,3nkk,4.7
1138,3suw,4.7
1139,4j7d,4.7
1140,4j93,4.7
1141,4luz,4.7
1142,4lzr,4.7
1143,5h85,4.7
1144,5wbm,4.7
1145,6fba,4.7
1146,6gj6,4.7
1147,6jbe,4.7
1148,6p86,4.7
1149,6r13,4.7
1150,1v2t,4.71
1151,4ljh,4.71
1152,4yb5,4.71
1153,5his,4.71
1154,5kma,4.71
1155,5otc,4.71
1156,6evn,4.71
1157,6ueg,4.71
1158,184l,4.72
1159,1vso,4.72
1160,3ebo,4.72
1161,3f6g,4.72
1162,4zw7,4.72
1163,5hjq,4.72
1164,6qqw,4.72
1165,1v2o,4.73
1166,4ayu,4.73
1167,5gmn,4.73
1168,1bty,4.74
1169,1w4p,4.74
1170,2e2p,4.74
1171,4ih6,4.74
1172,4jxs,4.74
1173,4kyk,4.74
1174,5k03,4.74
1175,5ov8,4.74
1176,6eq5,4.74
1177,6szp,4.74
1178,6t1j,4.74
1179,3nim,4.75
1180,3vw2,4.75
1181,1q8t,4.76
1182,3acw,4.76
1183,3o5n,4.76
1184,4wop,4.76
1185,5lne,4.76
1186,1str,4.77
1187,2afw,4.77
1188,2b4l,4.77
1189,3d50,4.77
1190,3iqu,4.77
1191,3rm9,4.77
1192,4kax,4.77
1193,4uoh,4.77
1194,5iyy,4.77
1195,5mkr,4.77
1196,5mks,4.77
1197,5o5a,4.77
1198,5orj,4.77
1199,6fgg,4.77
1200,6mkw,4.77
1201,6t1l,4.77
1202,4ad6,4.78
1203,6czc,4.78
1204,1oss,4.79
1205,2nsj,4.79
1206,3eb1,4.79
1207,5k1f,4.79
1208,1bju,4.8
1209,1ghz,4.8
1210,2nta,4.8
1211,3bpc,4.8
1212,3dnd,4.8
1213,4aq6,4.8
1214,4llp,4.8
1215,4lzs,4.8
1216,4pb2,4.8
1217,5j3l,4.8
1218,5jzi,4.8
1219,6jap,4.8
1220,4ago,4.81
1221,6p84,4.81
1222,1aid,4.82
1223,1dud,4.82
1224,1f8e,4.82
1225,1v1j,4.82
1226,1xff,4.82
1227,1y3p,4.82
1228,2gl0,4.82
1229,2gzl,4.82
1230,2pwg,4.82
1231,2ypi,4.82
1232,3kmx,4.82
1233,3r88,4.82
1234,3vd4,4.82
1235,4ciw,4.82
1236,4fys,4.82
1237,4ih3,4.82
1238,4io6,4.82
1239,4kwf,4.82
1240,4rlu,4.82
1241,5ewa,4.82
1242,6aox,4.82
1243,6d17,4.82
1244,6h2t,4.82
1245,6qlr,4.82
1246,5efa,4.83
1247,3vvy,4.84
1248,4kif,4.84
1249,4uof,4.84
1250,5d1r,4.84
1251,6jfk,4.84
1252,186l,4.85
1253,1c83,4.85
1254,1ecv,4.85
1255,1n51,4.85
1256,1qji,4.85
1257,1xgi,4.85
1258,2qwd,4.85
1259,2r9x,4.85
1260,2w4x,4.85
1261,3cj2,4.85
1262,3f70,4.85
1263,3ohi,4.85
1264,3ru1,4.85
1265,3zyf,4.85
1266,4hpi,4.85
1267,4iic,4.85
1268,4j7e,4.85
1269,4ovh,4.85
1270,4q87,4.85
1271,5efc,4.85
1272,5ewk,4.85
1273,5jsg,4.85
1274,5o1h,4.85
1275,6gga,4.85
1276,2brb,4.86
1277,5yfs,4.86
1278,6jao,4.86
1279,4ipj,4.87
1280,4q0k,4.87
1281,4rlw,4.87
1282,4rra,4.87
1283,3exh,4.88
1284,3lp4,4.88
1285,3pju,4.88
1286,5nwe,4.88
1287,6jon,4.88
1288,1p1q,4.89
1289,2aoc,4.89
1290,2j77,4.89
1291,2vo5,4.89
1292,3d4z,4.89
1293,3juk,4.89
1294,3m8u,4.89
1295,4l9i,4.89
1296,4pnu,4.89
1297,5hbn,4.89
1298,5ii2,4.89
1299,5ipc,4.89
1300,5j7w,4.89
1301,5l3a,4.89
1302,5o9o,4.89
1303,5oha,4.89
1304,5z7b,4.89
1305,6i5g,4.89
1306,6jdl,4.89
1307,6qrc,4.89
1308,3cf8,4.9
1309,1km3,4.91
1310,5l8a,4.91
1311,6dgr,4.91
1312,1bzc,4.92
1313,1e1v,4.92
1314,1jqy,4.92
1315,2haw,4.92
1316,3eax,4.92
1317,3rv8,4.92
1318,4j47,4.92
1319,5d3t,4.92
1320,5evk,4.92
1321,5otr,4.92
1322,6dq4,4.92
1323,6j0o,4.92
1324,6pg9,4.92
1325,6qqv,4.92
1326,6r11,4.92
1327,6r18,4.92
1328,3uxk,4.93
1329,4ido,4.93
1330,1e2k,4.94
1331,2gss,4.94
1332,2vo4,4.94
1333,2vpe,4.94
1334,4dmw,4.94
1335,4ts1,4.94
1336,6hmg,4.94
1337,1jn4,4.95
1338,2x95,4.95
1339,4bup,4.95
1340,5yz2,4.95
1341,1dar,4.96
1342,1elr,4.96
1343,1o5g,4.96
1344,1tsy,4.96
1345,1uz8,4.96
1346,2vjx,4.96
1347,2w67,4.96
1348,3bxg,4.96
1349,3veh,4.96
1350,3zsq,4.96
1351,4jsa,4.96
1352,4rlt,4.96
1353,5ioz,4.96
1354,6gjw,4.96
1355,6pg5,4.96
1356,6pia,4.96
1357,6r0v,4.96
1358,3qbc,4.97
1359,4e3g,4.97
1360,4in9,4.97
1361,6arm,4.97
1362,2w47,4.98
1363,4re2,4.98
1364,6jof,4.98
1365,4w9d,4.99
1366,5gj9,4.99
1367,6gnw,4.99
1368,6p85,4.99
1369,1c84,5.0
1370,1hlk,5.0
1371,1nc3,5.0
1372,1o35,5.0
1373,1ql7,5.0
1374,2oiq,5.0
1375,2oym,5.0
1376,2vxn,5.0
1377,3cfn,5.0
1378,3gbe,5.0
1379,3k02,5.0
1380,3p9m,5.0
1381,4czs,5.0
1382,4u6c,5.0
1383,4xoe,5.0
1384,4xxh,5.0
1385,5evb,5.0
1386,5evd,5.0
1387,5itp,5.0
1388,5x54,5.0
1389,5yft,5.0
1390,1ppi,5.01
1391,2glp,5.01
1392,4agq,5.01
1393,5oa2,5.01
1394,6g2e,5.01
1395,6p89,5.01
1396,2d0k,5.02
1397,2xbp,5.02
1398,3bgc,5.02
1399,3usx,5.02
1400,4u70,5.02
1401,4w9l,5.02
1402,6hgf,5.02
1403,1i1e,5.03
1404,4io5,5.03
1405,4np9,5.03
1406,5mrm,5.03
1407,5n3y,5.03
1408,1mfa,5.04
1409,3tz0,5.04
1410,4jym,5.04
1411,4lk7,5.04
1412,5d3n,5.04
1413,5f25,5.04
1414,5lyn,5.04
1415,5ovp,5.04
1416,6ajv,5.04
1417,6j7e,5.04
1418,1dgm,5.05
1419,1fkw,5.05
1420,1qxk,5.05
1421,3aau,5.05
1422,3s76,5.05
1423,4euo,5.05
1424,4oct,5.05
1425,4rqv,5.05
1426,4yzu,5.05
1427,5i3a,5.05
1428,6d50,5.05
1429,6exi,5.05
1430,6kjd,5.05
1431,6mlg,5.05
1432,2v77,5.06
1433,2yge,5.06
1434,3f68,5.06
1435,4h7q,5.06
1436,5a2i,5.06
1437,5c1w,5.06
1438,6qlo,5.06
1439,2c3l,5.07
1440,2xm1,5.07
1441,2yfa,5.07
1442,3juo,5.07
1443,5hwv,5.07
1444,5u12,5.07
1445,6j9y,5.07
1446,6jtc,5.07
1447,6n0k,5.07
1448,6qr1,5.07
1449,6r4k,5.07
1450,1enu,5.08
1451,1gfy,5.08
1452,2qtg,5.08
1453,3tb6,5.08
1454,4oiv,5.08
1455,5n2t,5.08
1456,6d16,5.08
1457,1m48,5.09
1458,1nw7,5.09
1459,2ygf,5.09
1460,5fhm,5.09
1461,5o9p,5.09
1462,6n3x,5.09
1463,1ez9,5.1
1464,1kmy,5.1
1465,1od8,5.1
1466,1onz,5.1
1467,1v0k,5.1
1468,1w7g,5.1
1469,2r9w,5.1
1470,3gy4,5.1
1471,3p4v,5.1
1472,4dcs,5.1
1473,5d3h,5.1
1474,6ce6,5.1
1475,6md6,5.1
1476,6s56,5.1
1477,6s57,5.1
1478,1k4h,5.11
1479,1yp9,5.11
1480,3k4d,5.11
1481,3ozj,5.11
1482,4qfl,5.11
1483,5kej,5.11
1484,5u0e,5.11
1485,6jdi,5.11
1486,1qaw,5.12
1487,1uv6,5.12
1488,2web,5.12
1489,3zso,5.12
1490,4f1l,5.12
1491,4h81,5.12
1492,5f74,5.12
1493,6i13,5.12
1494,6n95,5.12
1495,6qe5,5.12
1496,3s9e,5.13
1497,5d3p,5.13
1498,6f9u,5.13
1499,6j9w,5.13
1500,6st0,5.13
1501,1y3x,5.14
1502,2br1,5.14
1503,2yaz,5.14
1504,3tao,5.14
1505,4ejl,5.14
1506,5kva,5.14
1507,6dak,5.14
1508,1jcx,5.15
1509,1jvu,5.15
1510,1o0m,5.15
1511,1pb8,5.15
1512,1qk3,5.15
1513,1s38,5.15
1514,1thz,5.15
1515,2afx,5.15
1516,3ozr,5.15
1517,4h85,5.15
1518,4jpx,5.15
1519,4qrh,5.15
1520,6aro,5.15
1521,6nu5,5.15
1522,3b27,5.16
1523,5ufc,5.16
1524,6mjf,5.16
1525,6om8,5.16
1526,2zfp,5.17
1527,3b7j,5.17
1528,4gkm,5.17
1529,5ahw,5.17
1530,5aut,5.17
1531,5ohy,5.17
1532,6cbf,5.17
1533,6g2f,5.17
1534,6qqq,5.17
1535,1ft7,5.18
1536,3w37,5.18
1537,4duh,5.18
1538,4iif,5.18
1539,4u73,5.18
1540,1ocq,5.19
1541,1ogg,5.19
1542,1oxr,5.19
1543,1rnt,5.19
1544,2qdt,5.19
1545,4ezz,5.19
1546,5otz,5.19
1547,6arn,5.19
1548,3ov1,5.2
1549,3uu1,5.2
1550,4a6s,5.2
1551,4ezr,5.2
1552,1nw5,5.21
1553,1o2r,5.21
1554,4cwo,5.21
1555,4few,5.21
1556,4je8,5.21
1557,4m0r,5.21
1558,5o9q,5.21
1559,5ty9,5.21
1560,5zyg,5.21
1561,6iht,5.21
1562,6t1m,5.21
1563,1bq4,5.22
1564,1j17,5.22
1565,1o5c,5.22
1566,1ucn,5.22
1567,1w4o,5.22
1568,1zea,5.22
1569,2gz2,5.22
1570,2hxm,5.22
1571,2wzm,5.22
1572,2zxd,5.22
1573,3dne,5.22
1574,3iof,5.22
1575,3lq2,5.22
1576,3ms9,5.22
1577,3n1c,5.22
1578,3ppp,5.22
1579,3q71,5.22
1580,3qxt,5.22
1581,4lrr,5.22
1582,4u71,5.22
1583,5ev8,5.22
1584,5ja0,5.22
1585,1b4z,5.23
1586,1ndw,5.23
1587,2q38,5.23
1588,6bhv,5.23
1589,6jam,5.23
1590,6pu3,5.23
1591,1fh7,5.24
1592,1q8w,5.24
1593,1s89,5.24
1594,2jfz,5.24
1595,3pb8,5.24
1596,3ueu,5.24
1597,4gue,5.24
1598,4idn,5.24
1599,4ih7,5.24
1600,4non,5.24
1601,4y59,5.24
1602,4zv1,5.24
1603,5d24,5.24
1604,5d3j,5.24
1605,5edd,5.24
1606,5w1e,5.24
1607,6gxg,5.24
1608,2bfr,5.25
1609,3r24,5.25
1610,5b5f,5.25
1611,5b5g,5.25
1612,5twj,5.25
1613,1w4q,5.26
1614,3n9s,5.26
1615,4omj,5.26
1616,5gs9,5.26
1617,6t1i,5.26
1618,2x7u,5.27
1619,3tkw,5.27
1620,4jfs,5.27
1621,5hwu,5.27
1622,5irr,5.27
1623,5ltn,5.27
1624,1b46,5.28
1625,1f5l,5.28
1626,3bbf,5.28
1627,3o5x,5.28
1628,4e70,5.28
1629,4j46,5.28
1630,5ect,5.28
1631,5g5f,5.28
1632,5xpi,5.28
1633,6ajy,5.28
1634,6qlp,5.28
1635,1c88,5.29
1636,2wc4,5.29
1637,5hrv,5.29
1638,5hrx,5.29
1639,1a69,5.3
1640,1h6h,5.3
1641,1o0f,5.3
1642,1srg,5.3
1643,2q7q,5.3
1644,2vk6,5.3
1645,3p9l,5.3
1646,3pgl,5.3
1647,3upv,5.3
1648,5eyr,5.3
1649,6d2o,5.3
1650,6eeb,5.3
1651,6ml9,5.3
1652,6qqu,5.3
1653,6r1w,5.3
1654,1hk4,5.31
1655,1mfd,5.31
1656,4or6,5.31
1657,4u1b,5.31
1658,5eij,5.31
1659,5n2z,5.31
1660,1lvu,5.32
1661,1y20,5.32
1662,4ipi,5.32
1663,4us3,5.32
1664,5g1z,5.32
1665,5n17,5.32
1666,6g0z,5.32
1667,6h1u,5.32
1668,2c80,5.33
1669,3arx,5.33
1670,3ozs,5.33
1671,3q1x,5.33
1672,6u6w,5.33
1673,1hee,5.34
1674,1zgi,5.34
1675,3hkq,5.34
1676,3k4q,5.34
1677,3nee,5.34
1678,5l4m,5.34
1679,5o9y,5.34
1680,5u14,5.34
1681,5wp5,5.34
1682,1ql9,5.35
1683,2fxv,5.35
1684,2gkl,5.35
1685,3hkn,5.35
1686,5u11,5.35
1687,6ep4,5.35
1688,6of5,5.35
1689,6pgc,5.35
1690,6qls,5.35
1691,1adl,5.36
1692,3bv9,5.36
1693,3ldq,5.36
1694,3mf5,5.36
1695,1gpk,5.37
1696,1sgu,5.37
1697,3qt6,5.37
1698,6eyb,5.37
1699,6n0j,5.37
1700,1g3e,5.38
1701,3tif,5.38
1702,4f7v,5.38
1703,5mek,5.38
1704,6olx,5.38
1705,1qbv,5.39
1706,2h6b,5.39
1707,3hkt,5.39
1708,3m1k,5.39
1709,4cl6,5.39
1710,4ej8,5.39
1711,5chk,5.39
1712,5o9r,5.39
1713,6ggb,5.39
1714,6ggf,5.39
1715,6ma2,5.39
1716,1bp0,5.4
1717,1f8b,5.4
1718,1m7i,5.4
1719,1mmr,5.4
1720,1pz5,5.4
1721,1r9l,5.4
1722,1trd,5.4
1723,2c1p,5.4
1724,2f35,5.4
1725,2i80,5.4
1726,2jdm,5.4
1727,2qg2,5.4
1728,3b4p,5.4
1729,4c5d,5.4
1730,4ij1,5.4
1731,4m3p,5.4
1732,4ozj,5.4
1733,4pin,5.4
1734,5ep7,5.4
1735,5eqp,5.4
1736,5fns,5.4
1737,5jsj,5.4
1738,5l9o,5.4
1739,5lsg,5.4
1740,5mqe,5.4
1741,5tef,5.4
1742,6ny0,5.4
1743,6r1d,5.4
1744,2j47,5.41
1745,4tun,5.41
1746,4u6z,5.41
1747,4uma,5.41
1748,5cbs,5.41
1749,5u13,5.41
1750,6mm2,5.41
1751,2vpo,5.42
1752,4fev,5.42
1753,4nxv,5.42
1754,6hgg,5.42
1755,3ng4,5.43
1756,4f5y,5.43
1757,4pox,5.43
1758,1h0a,5.44
1759,1syi,5.44
1760,2q6f,5.44
1761,2wr8,5.44
1762,3lp7,5.44
1763,3u10,5.44
1764,4dju,5.44
1765,5ave,5.44
1766,5e3a,5.44
1767,5tp0,5.44
1768,6gnr,5.44
1769,6n3y,5.44
1770,6r1b,5.44
1771,2iko,5.45
1772,3mi3,5.45
1773,1b4h,5.46
1774,1q65,5.46
1775,5mnr,5.46
1776,5nka,5.46
1777,5txy,5.46
1778,6dzx,5.46
1779,6ekq,5.46
1780,6gdy,5.46
1781,6nxz,5.46
1782,6t1n,5.46
1783,1g7f,5.47
1784,1gi1,5.47
1785,1xh5,5.47
1786,2r0z,5.47
1787,2xde,5.47
1788,4n6g,5.47
1789,4n7m,5.47
1790,4qb3,5.47
1791,5nn5,5.47
1792,5u0f,5.47
1793,6c7w,5.47
1794,1g85,5.48
1795,2cbv,5.48
1796,2zkj,5.48
1797,3bxe,5.48
1798,3iw6,5.48
1799,3zdv,5.48
1800,4jfm,5.48
1801,4kp8,5.48
1802,4pf5,5.48
1803,4uc5,5.48
1804,5aqz,5.48
1805,5hrw,5.48
1806,6dd0,5.48
1807,1pot,5.49
1808,1pyn,5.49
1809,2h4k,5.49
1810,2o0u,5.49
1811,2uy5,5.49
1812,3bvb,5.49
1813,3ga5,5.49
1814,3hmp,5.49
1815,3i73,5.49
1816,4w9f,5.49
1817,5avf,5.49
1818,6g14,5.49
1819,6qr2,5.49
1820,3tza,5.5
1821,3da9,5.51
1822,3kgt,5.51
1823,4k55,5.51
1824,4qxo,5.51
1825,4zba,5.51
1826,4zgk,5.51
1827,5cks,5.51
1828,5oa6,5.51
1829,6dgq,5.51
1830,6gfz,5.51
1831,1kc7,5.52
1832,1oe8,5.52
1833,1ydr,5.52
1834,2cht,5.52
1835,2ydt,5.52
1836,3hzm,5.52
1837,3iog,5.52
1838,4en4,5.52
1839,5f08,5.52
1840,5j1x,5.52
1841,5mrp,5.52
1842,5nn6,5.52
1843,6dgl,5.52
1844,5dus,5.53
1845,1bjv,5.54
1846,2olb,5.54
1847,2y7i,5.54
1848,3bxf,5.54
1849,3jyr,5.54
1850,3ubd,5.54
1851,3v78,5.54
1852,4nxu,5.54
1853,4qij,5.54
1854,4r4c,5.54
1855,5a81,5.54
1856,1g3d,5.55
1857,1njc,5.55
1858,1y3n,5.55
1859,2iuz,5.55
1860,3uzj,5.55
1861,4pqa,5.55
1862,5gja,5.55
1863,5vd3,5.55
1864,6bs4,5.55
1865,6ouv,5.55
1866,4o3f,5.56
1867,6mxc,5.56
1868,1jak,5.57
1869,1njd,5.57
1870,2nmx,5.57
1871,3bex,5.57
1872,3coz,5.57
1873,3uxl,5.57
1874,3vtr,5.57
1875,6i12,5.57
1876,3jup,5.58
1877,3su5,5.58
1878,1f4x,5.59
1879,1fo0,5.59
1880,1mfi,5.59
1881,3sha,5.59
1882,4bqh,5.59
1883,4cwn,5.59
1884,4tkb,5.59
1885,5afv,5.59
1886,5n9r,5.59
1887,5t9w,5.59
1888,6fnr,5.59
1889,6t1o,5.59
1890,1vfn,5.6
1891,2wca,5.6
1892,2yhw,5.6
1893,3bl1,5.6
1894,3e6y,5.6
1895,3qps,5.6
1896,4zzy,5.6
1897,6h1d,5.6
1898,3u5j,5.61
1899,6n3v,5.61
1900,1ejn,5.62
1901,2bmk,5.62
1902,3e3c,5.62
1903,3ip9,5.62
1904,3ldp,5.62
1905,3lpl,5.62
1906,3nes,5.62
1907,4dzy,5.62
1908,4iid,5.62
1909,4j48,5.62
1910,5wgp,5.62
1911,6h29,5.62
1912,6j3o,5.62
1913,3gy3,5.63
1914,3rf5,5.63
1915,5d0c,5.63
1916,5jq5,5.63
1917,1f57,5.64
1918,1y3v,5.64
1919,1z9g,5.64
1920,2ojg,5.64
1921,2reg,5.64
1922,3fwv,5.64
1923,3n86,5.64
1924,3s8l,5.64
1925,4deu,5.64
1926,6ets,5.64
1927,6j0g,5.64
1928,3q7q,5.65
1929,1n5r,5.66
1930,1nhu,5.66
1931,2aod,5.66
1932,2erz,5.66
1933,2x97,5.66
1934,3ery,5.66
1935,3td4,5.66
1936,3zi8,5.66
1937,4zek,5.66
1938,5c28,5.66
1939,5g5z,5.66
1940,6cjv,5.66
1941,6jaw,5.66
1942,6pi6,5.66
1943,2h15,5.67
1944,2pqz,5.67
1945,2qwf,5.67
1946,4ncn,5.67
1947,5ouh,5.67
1948,6f28,5.67
1949,6gon,5.67
1950,1gnn,5.68
1951,2c92,5.68
1952,2cbu,5.68
1953,2q8z,5.68
1954,2uyq,5.68
1955,3oil,5.68
1956,4c52,5.68
1957,4det,5.68
1958,4l4z,5.68
1959,4q9y,5.68
1960,5n18,5.68
1961,5o2d,5.68
1962,6qge,5.68
1963,6bdy,5.69
1964,1a99,5.7
1965,1egh,5.7
1966,1g98,5.7
1967,1jsv,5.7
1968,1n1m,5.7
1969,1pgp,5.7
1970,2a14,5.7
1971,2avm,5.7
1972,2f2h,5.7
1973,2h3e,5.7
1974,2i4z,5.7
1975,2ya6,5.7
1976,3acx,5.7
1977,3c4h,5.7
1978,3d4y,5.7
1979,3fhb,5.7
1980,3kku,5.7
1981,4bs0,5.7
1982,4f39,5.7
1983,4j28,5.7
1984,4l2l,5.7
1985,4pzv,5.7
1986,5dlx,5.7
1987,5lz4,5.7
1988,5mro,5.7
1989,6f9g,5.7
1990,6hd6,5.7
1991,6jay,5.7
1992,6n8x,5.7
1993,6o5g,5.7
1994,2uz9,5.71
1995,3wvm,5.71
1996,6q60,5.71
1997,2qg0,5.72
1998,2v25,5.72
1999,3jvr,5.72
2000,3shc,5.72
2001,4br3,5.72
2002,4dkp,5.72
2003,4zw6,5.72
2004,6eyt,5.72
2005,3bqc,5.73
2006,3m3z,5.73
2007,4j44,5.73
2008,1o33,5.74
2009,1o5e,5.74
2010,1qy2,5.74
2011,1zdp,5.74
2012,2pgz,5.74
2013,2pqc,5.74
2014,3gy2,5.74
2015,3ivx,5.74
2016,3pb7,5.74
2017,3wz7,5.74
2018,4lps,5.74
2019,4o2b,5.74
2020,4tkh,5.74
2021,5cbr,5.74
2022,5eis,5.74
2023,5mwh,5.74
2024,5om7,5.74
2025,5ota,5.74
2026,5u4b,5.74
2027,6mh7,5.74
2028,2ya8,5.75
2029,4mn3,5.75
2030,5zdb,5.75
2031,6e6m,5.75
2032,6i8t,5.75
2033,1p1o,5.76
2034,2qta,5.76
2035,4a95,5.76
2036,4muv,5.76
2037,4nwc,5.76
2038,6jav,5.76
2039,1jmf,5.77
2040,1ur9,5.77
2041,2boj,5.77
2042,2xp7,5.77
2043,3k00,5.77
2044,3rm4,5.77
2045,4fxq,5.77
2046,4j45,5.77
2047,4q9o,5.77
2048,5fsn,5.77
2049,5nw7,5.77
2050,5zym,5.77
2051,6eij,5.77
2052,4l4v,5.78
2053,1hmt,5.79
2054,2y5h,5.79
2055,4q4q,5.79
2056,5mo8,5.79
2057,5n31,5.79
2058,6jan,5.79
2059,1kpm,5.8
2060,1ppm,5.8
2061,2q88,5.8
2062,4ezx,5.8
2063,4g8v,5.8
2064,4rhx,5.8
2065,4ymq,5.8
2066,4ysl,5.8
2067,5oei,5.8
2068,6czf,5.8
2069,6eog,5.8
2070,6mnc,5.8
2071,1lkl,5.81
2072,6ey8,5.81
2073,6n3w,5.81
2074,1hdq,5.82
2075,1kav,5.82
2076,1ols,5.82
2077,2nn1,5.82
2078,3b7i,5.82
2079,3gss,5.82
2080,3iue,5.82
2081,3qqa,5.82
2082,3qqs,5.82
2083,3wz8,5.82
2084,4dld,5.82
2085,4e9u,5.82
2086,4lj8,5.82
2087,4p5d,5.82
2088,4r4o,5.82
2089,4rqk,5.82
2090,4z84,5.82
2091,4zec,5.82
2092,5d2r,5.82
2093,5tb6,5.82
2094,6bs3,5.82
2095,6ced,5.82
2096,6ftp,5.82
2097,6i14,5.82
2098,4do5,5.83
2099,4km2,5.84
2100,5dw2,5.84
2101,6bm5,5.84
2102,1k4g,5.85
2103,1o2w,5.85
2104,1ogz,5.85
2105,1q54,5.85
2106,1qbn,5.85
2107,1u1w,5.85
2108,2pu1,5.85
2109,2r3t,5.85
2110,2vmf,5.85
2111,2z94,5.85
2112,3e5u,5.85
2113,3ehy,5.85
2114,4b6r,5.85
2115,4des,5.85
2116,4qdk,5.85
2117,4rww,5.85
2118,5egu,5.85
2119,5eng,5.85
2120,5lso,5.85
2121,5mme,5.85
2122,5ndf,5.85
2123,5oq8,5.85
2124,6d18,5.85
2125,6pvv,5.85
2126,4azc,5.86
2127,4jne,5.86
2128,4xya,5.86
2129,3tcg,5.87
2130,5eh5,5.87
2131,5lif,5.87
2132,5za7,5.87
2133,6gj8,5.87
2134,4cfl,5.88
2135,4zei,5.88
2136,6fmc,5.88
2137,1b3l,5.89
2138,1e1x,5.89
2139,1ydk,5.89
2140,2brm,5.89
2141,2tmn,5.89
2142,3eeb,5.89
2143,3h1x,5.89
2144,3qgw,5.89
2145,3uev,5.89
2146,4arb,5.89
2147,4de0,5.89
2148,4wk1,5.89
2149,5fsy,5.89
2150,5t8p,5.89
2151,6dpx,5.89
2152,6eq2,5.89
2153,1v2n,5.9
2154,2weq,5.9
2155,3old,5.9
2156,5fhn,5.9
2157,5lvl,5.9
2158,6md0,5.9
2159,1ugx,5.91
2160,3ebp,5.91
2161,4csd,5.91
2162,5cp5,5.91
2163,6ey9,5.91
2164,1a4w,5.92
2165,1jao,5.92
2166,1kyv,5.92
2167,1ndv,5.92
2168,1o0h,5.92
2169,1pph,5.92
